marca_std,raw_variant,brand_original,source_system,source_column,brand_owner,promoted,coverage_status,grain_count,catalog_built_date
LALA,LALA_YOGURT_100,LALA_YOGURT_100,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,32,2026-06-29
LALA,LALA_QUESOS,LALA_QUESOS,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,7956,2026-06-29
LALA,LALA_PROBIOC,LALA_PROBIOC,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,2628,2026-06-29
LALA,LALA_YOMI,LALA_YOMI,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,4822,2026-06-29
LALA,LALA_LECHE,LALA_LECHE,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,17936,2026-06-29
LALA,LALA_CREMA,LALA_CREMA,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,3724,2026-06-29
LALA,LALA_YOGURT,LALA_YOGURT,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,8626,2026-06-29
LALA,LALA,LALA,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,31939,2026-06-29
LALA,LALA_CHIQUITIN,LALA_CHIQUITIN,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,3661,2026-06-29
LALA,LALA_PLENIA,LALA_PLENIA,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,6493,2026-06-29
LALA,LALA_NATURALES,LALA_NATURALES,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,3272,2026-06-29
LALA,LALA_GRIEGO,LALA_GRIEGO,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,7567,2026-06-29
LALA,LALA_LECHE_100,LALA_LECHE_100,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,4242,2026-06-29
LALA,LALA_MAESTROS,LALA_MAESTROS,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,207,2026-06-29
LALA,LALA,LALA,NIELSEN_EDP,INP_56985,COMPETITOR,YES,CONFIRMED,830,2026-06-29
LALA,LALA,LALA,NIELSEN_WATER_RT,CSTM_310589,COMPETITOR,YES,CONFIRMED,59,2026-06-29
LALA,LALA,LALA,NIELSEN_WATER_ST,CSTM_310589,COMPETITOR,YES,CONFIRMED,57,2026-06-29
LEVITE,LEVITE,LEVITE,IBP,MARCA,DANONE,YES,CONFIRMED,1776,2026-06-29
LEVITE,BONAFONT_LEVITE,BONAFONT_LEVITE,MKT_OFF,MARCA,DANONE,YES,CONFIRMED,1750,2026-06-29
LEVITE,BONAFONT LEVITE,BONAFONT LEVITE,MKT_OFF,MARCA,DANONE,YES,CONFIRMED,842,2026-06-29
LEVITE,BONAFONT_LEVITE,BONAFONT_LEVITE,MKT_ON,MARCA,DANONE,YES,CONFIRMED,943,2026-06-29
LEVITE,LEVITE,LEVITE,MKT_ON,MARCA,DANONE,YES,CONFIRMED,19,2026-06-29
LEVITE,LEVITE,Levite,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,19,2026-06-29
LEVITE,LEVITE,LEVITE,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,344,2026-06-29
LEVITE,LEVITE,LEVITE,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,153,2026-06-29
LICUAMIX,LICUAMIX,LICUAMIX,NIELSEN_EDP,INP_56985,DANONE,YES,CONFIRMED,10,2026-06-29
LICUAMIX,LICUAMIX,LICUAMIX,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
LICUAMIX,LICUAMIX,LICUAMIX,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,3,2026-06-29
OCEAN SPRAY,OCEAN SPRAY,OCEAN SPRAY,IBP,MARCA,DANONE,YES,CONFIRMED,26520,2026-06-29
OCEAN SPRAY,OCEAN SPRAY,OCEAN SPRAY,NIELSEN_WATER_RT,CSTM_310589,DANONE,YES,CONFIRMED,12,2026-06-29
OCEAN SPRAY,OCEAN SPRAY,OCEAN SPRAY,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,29,2026-06-29
OCEAN SPRAY,OCEAN SPRAY,OCEAN SPRAY,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,32,2026-06-29
OCEAN SPRAY,OCEAN,OCEAN,WASTE,MARCA,DANONE,YES,CONFIRMED,97,2026-06-29
OCEAN SPRAY,OCEAN SPRAY,OCEAN SPRAY,WASTE,MARCA,DANONE,YES,CONFIRMED,130941,2026-06-29
OIKOS,OIKOS,OIKOS,IBP,MARCA,DANONE,YES,CONFIRMED,184968,2026-06-29
OIKOS,OIKOS,OIKOS,MKT_OFF,MARCA,DANONE,YES,CONFIRMED,18547,2026-06-29
OIKOS,OIKOS,OIKOS,MKT_ON,MARCA,DANONE,YES,CONFIRMED,8822,2026-06-29
OIKOS,OIKOS,OIKOS,NIELSEN_EDP,INP_56985,DANONE,YES,CONFIRMED,237,2026-06-29
OIKOS,OIKOS,OIKOS,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,137,2026-06-29
OIKOS,OIKOS UHT,OIKOS UHT,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,2,2026-06-29
OIKOS,OIKOS,OIKOS,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,105,2026-06-29
OIKOS,OIKOS,OIKOS,WASTE,MARCA,DANONE,YES,CONFIRMED,853603,2026-06-29
PENAFIEL,PENAFIEL,PENAFIEL,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,17260,2026-06-29
PEPSI,PEPSI,PEPSI,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,17763,2026-06-29
PUREZA AGA,AGA,AGA,MKT_OFF,MARCA,DANONE,YES,CONFIRMED,15,2026-06-29
PUREZA AGA,AGA PUREZA,AGA PUREZA,NIELSEN_WATER_RT,CSTM_310589,DANONE,YES,CONFIRMED,33,2026-06-29
PUREZA AGA,AGA PUREZA,AGA PUREZA,NIELSEN_WATER_ST,CSTM_310589,DANONE,YES,CONFIRMED,39,2026-06-29
PUREZA AGA,AGA 20 LTS,Aga 20 Lts,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
PUREZA AGA,AQUAPURA,AQUAPURA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
PUREZA AGA,BOTELLA AGA,Botella Aga,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,13,2026-06-29
PUREZA AGA,PUREZA AGA,PUREZA AGA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,14,2026-06-29
PUREZA AGA,ULTRAPURA,Ultrapura,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,5,2026-06-29
PUREZA AGA,AGUA NATURAL,Agua Natural,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,27,2026-06-29
PUREZA AGA,AGA,Aga,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,4,2026-06-29
PUREZA AGA,PUREZA AGA,PUREZA AGA,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,9,2026-06-29
SANTA CLARA,SANTA_CLARA,SANTA_CLARA,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,459,2026-06-29
SANTA CLARA,SANTA CLARA,SANTA CLARA,NIELSEN_EDP,INP_56985,COMPETITOR,YES,CONFIRMED,200,2026-06-29
SEVEN UP,SEVENUP,SEVENUP,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,6707,2026-06-29
SILK,SILK,SILK,IBP,MARCA,DANONE,YES,CONFIRMED,119520,2026-06-29
SILK,SILK,SILK,MKT_OFF,MARCA,DANONE,YES,CONFIRMED,4193,2026-06-29
SILK,SILK,SILK,MKT_ON,MARCA,DANONE,YES,CONFIRMED,15491,2026-06-29
SILK,SILK,SILK,NIELSEN_EDP,INP_56985,DANONE,YES,CONFIRMED,42,2026-06-29
SILK,SILK,SILK,NIELSEN_PB,INP_56985,DANONE,YES,CONFIRMED,91,2026-06-29
SILK,SILKCHOCO190ML,SILKCHOCO190ML,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
SILK,SILK,Silk,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
SILK,SILK ORIG 946ML,SILK ORIG 946ML,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
SILK,SILK,SILK,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,417,2026-06-29
SILK,SILK,SILK,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,148,2026-06-29
SILK,SILK,SILK,WASTE,MARCA,DANONE,YES,CONFIRMED,288788,2026-06-29
SO DELICIOUS,SO DELICIOUS,SO DELICIOUS,NIELSEN_EDP,INP_56985,DANONE,YES,CONFIRMED,12,2026-06-29
SO DELICIOUS,SO DELICIOUS,SO DELICIOUS,NIELSEN_PB,INP_56985,DANONE,YES,CONFIRMED,5,2026-06-29
SO DELICIOUS,SO DELICIOUS,SO DELICIOUS,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
SO DELICIOUS,SO DELICIOUS,SO DELICIOUS,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,7,2026-06-29
SO DELICIOUS,SO DELICIOUS,SO DELICIOUS,WASTE,MARCA,DANONE,YES,CONFIRMED,100,2026-06-29
STOK,STOK,STOK,IBP,MARCA,DANONE,YES,CONFIRMED,96,2026-06-29
STOK,STOK,STOK,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,4,2026-06-29
STOK,STOK COLD BREW,STOK COLD BREW,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,1,2026-06-29
VITALINEA,VITALINEA,VITALINEA,IBP,MARCA,DANONE,YES,CONFIRMED,2088,2026-06-29
VITALINEA,VITALINEA,VITALINEA,MKT_ON,MARCA,DANONE,YES,CONFIRMED,28,2026-06-29
VITALINEA,VITALINEA,VITALINEA,NIELSEN_EDP,INP_56985,DANONE,YES,CONFIRMED,131,2026-06-29
VITALINEA,VITALINEA,VITALINEA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,115,2026-06-29
VITALINEA,VITALINEA,VITALINEA,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,80,2026-06-29
VITALINEA,VITALINEA,VITALINEA,WASTE,MARCA,DANONE,YES,CONFIRMED,115145,2026-06-29
YOPLAIT,YOPLAIT_GRIE_GO,YOPLAIT_GRIE_GO,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,1603,2026-06-29
YOPLAIT,YOPLAIT_DOBLECERO,YOPLAIT_DOBLECERO,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,18,2026-06-29
YOPLAIT,YOPLAIT_GRIEGO,YOPLAIT_GRIEGO,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,2606,2026-06-29
YOPLAIT,YOPLAIT_KIDS,YOPLAIT_KIDS,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,1297,2026-06-29
YOPLAIT,YOPLAIT_SKYR,YOPLAIT_SKYR,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,191,2026-06-29
YOPLAIT,YOPLAIT,YOPLAIT,MKT_OFF,MARCA,COMPETITOR,YES,CONFIRMED,3522,2026-06-29
YOPLAIT,YOPLAIT,YOPLAIT,NIELSEN_EDP,INP_56985,COMPETITOR,YES,CONFIRMED,1212,2026-06-29
YOPRO,YOPRO,YOPRO,NIELSEN_EDP,INP_56985,DANONE,YES,CONFIRMED,8,2026-06-29
YOPRO,YOPRO,YOPRO,NIELSEN_PB,INP_56985,DANONE,YES,CONFIRMED,1,2026-06-29
YOPRO,YOPRO,YOPRO,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,15,2026-06-29
YOPRO,YOPRO,YOPRO,SELL_OUT,BRAND,DANONE,YES,CONFIRMED,13,2026-06-29
YOPRO,YO PRO,YO PRO,WASTE,MARCA,DANONE,YES,CONFIRMED,360,2026-06-29
_MERCHANDISE,VAJILLA,Vajilla,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,7,2026-06-29
_MERCHANDISE,2PACK BLANCO,2Pack Blanco,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,UTENSILIOS,Utensilios,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,PORTAVASOS,portavasos,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,COSMETIQUERA,cosmetiquera,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,TAZAS,Tazas,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,LONCHERA,Lonchera,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,6,2026-06-29
_MERCHANDISE,TOALLAS,Toallas,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,INFANTIL,Infantil,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,PROMO,Promo,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,SABOR JAMAICA,SABOR JAMAICA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,MUNDIAL,Mundial,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
_MERCHANDISE,TERMO,Termo,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,114,2026-06-29
_MERCHANDISE,BOTANERO,Botanero,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,KUNG FU PANDA,Kung Fu Panda,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,RETO,Reto,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,DISPENSERS,Dispensers,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,8,2026-06-29
_MERCHANDISE,ESPECIERO,Especiero,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
_MERCHANDISE,SABOR NARANJA,SABOR NARANJA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,VASOS,Vasos,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,12,2026-06-29
_MERCHANDISE,SABOR HORCHATA,SABOR HORCHATA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,CODISTRIBUCION,CODISTRIBUCION,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,338,2026-06-29
_MERCHANDISE,CARRERA,Carrera,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,SABOR LIMON,SABOR LIMON,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,COLORS & FLAVOURS,COLORS & FLAVOURS,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
_MERCHANDISE,2PACK NEGRO,2Pack Negro,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,BEBEDERO,Bebedero,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,REFRACTARIOS,Refractarios,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,ICE AGE,Ice Age,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,PROMO,PROMO,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,13,2026-06-29
_MERCHANDISE,ALCANCIA,Alcancia,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,SABOR FRESA,SABOR FRESA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,BOMBA,Bomba,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,12,2026-06-29
_MERCHANDISE,NATURAL,NATURAL,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
_MERCHANDISE,POUCH,Pouch,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,4,2026-06-29
_MERCHANDISE,PALAS,Palas,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,LIBRO NAVIDEÑO,libro navideño,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,OTHERS,OTHERS,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,233,2026-06-29
_MERCHANDISE,CERAMICA,Ceramica,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,KUYEN KAAT,KUYEN KAAT,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,BOWLS,Bowls,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,PLAYERA MUNDIAL,playera mundial,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,BASES,Bases,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,42,2026-06-29
_MERCHANDISE,TABLAS,Tablas,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,SPORT,Sport,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,FLEXIBLES,FLEXIBLES,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,MILK POWDERS,MILK POWDERS,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,DISNEY,Disney,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,5,2026-06-29
_MERCHANDISE,25 AÑOS,25 Años,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,7,2026-06-29
_MERCHANDISE,STAR WARS,Star Wars,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,5,2026-06-29
_MERCHANDISE,NANO,Nano,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,JARRA,Jarra,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,11,2026-06-29
_MERCHANDISE,LAPICERA,Lapicera,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,1,2026-06-29
_MERCHANDISE,PLASTIC BOTTLE,PLASTIC BOTTLE,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,2,2026-06-29
_MERCHANDISE,METALICO,Metalico,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,6,2026-06-29
_MERCHANDISE,PRIVADA,PRIVADA,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,46,2026-06-29
_MERCHANDISE,TUPPER,Tupper,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,3,2026-06-29
_MERCHANDISE,PRODUCTOS DESCONTINUADOS,Productos Descontinuados,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,229,2026-06-29
_MERCHANDISE,KINDER,KINDER,SELL_IN,LV2_UMB_BRD_DSC,DANONE,YES,CONFIRMED,145,2026-06-29
_MULTIBRAND,DNP,DNP,MKT_OFF,MARCA,DANONE,YES,CONFIRMED,498,2026-06-29
_MULTIBRAND,DNP,DNP,MKT_ON,MARCA,DANONE,YES,CONFIRMED,2552,2026-06-29
_MULTIBRAND,MULTIBRAND INDULGENCE,MULTIBRAND INDULGENCE,MKT_ON,MARCA,DANONE,YES,CONFIRMED,46,2026-06-29
_MULTIBRAND,MULTIBRAND DAIRY,MULTIBRAND DAIRY,MKT_ON,MARCA,DANONE,YES,CONFIRMED,8,2026-06-29
_MULTIBRAND,DANONE FS,DANONE FS,MKT_ON,MARCA,DANONE,YES,CONFIRMED,21,2026-06-29
_MULTIBRAND,MULTIBRAND,MULTIBRAND,MKT_ON,MARCA,DANONE,YES,CONFIRMED,12,2026-06-29
_MULTIBRAND,MULTIMARCA,MULTIMARCA,MKT_ON,MARCA,DANONE,YES,CONFIRMED,2,2026-06-29
_MULTIBRAND,MULTIBRAND WATERS,MULTIBRAND WATERS,MKT_ON,MARCA,DANONE,YES,CONFIRMED,18,2026-06-29
_MULTIBRAND,MULTIBRAND DANONE,MULTIBRAND DANONE,MKT_ON,MARCA,DANONE,YES,CONFIRMED,100,2026-06-29
_MULTIBRAND,MULTIBRAND KIDS,MULTIBRAND KIDS,MKT_ON,MARCA,DANONE,YES,CONFIRMED,50,2026-06-29
_MULTIBRAND,MULTIBRAND INNOS,MULTIBRAND INNOS,MKT_ON,MARCA,DANONE,YES,CONFIRMED,9,2026-06-29
_UNKNOWN,0,0,WASTE,MARCA,DANONE,YES,CONFIRMED,8913,2026-06-29
