raw_variant,brand_original,source_system,source_column,coverage_status,promoted,marca_std,grain_count,action
LOS CUATES,LOS CUATES,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,40,ACTION_REQUIRED
LUCERNA,LUCERNA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,41,ACTION_REQUIRED
LUMA,LUMA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
LYNCOTT,LYNCOTT,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,33,ACTION_REQUIRED
MARSELLA,MARSELLA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,17,ACTION_REQUIRED
MARUSIA,MARUSIA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,116,ACTION_REQUIRED
MUUU,MUUU,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
NATURLI,NATURLI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
NATURLICH,NATURLICH,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
NESQUIK,NESQUIK,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
NESTLE,NESTLE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,67,ACTION_REQUIRED
NIDO PETIT SUISSE,NIDO PETIT SUISSE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
NUTRI VAKITA,NUTRI VAKITA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,26,ACTION_REQUIRED
NUTRI YOGHURT,NUTRI YOGHURT,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,133,ACTION_REQUIRED
ONEI,ONEI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,34,ACTION_REQUIRED
PALMALAC,PALMALAC,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PASCUAL,PASCUAL,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PETIZOO,PETIZOO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,51,ACTION_REQUIRED
PINK,PINK,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PL,PL,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,278,ACTION_REQUIRED
POSTRES GOLDI,POSTRES GOLDI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PROBIOTIC SOUL,PROBIOTIC SOUL,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
PRODUCTOS CHOYS,PRODUCTOS CHOYS,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PRODUCTOS ROSITA,PRODUCTOS ROSITA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
PROLEUKIN,PROLEUKIN,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
QUALITA FOODS,QUALITA FOODS,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
QUERETARO,QUERETARO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,37,ACTION_REQUIRED
REINA,REINA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,21,ACTION_REQUIRED
ROLY,ROLY,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,77,ACTION_REQUIRED
ROSITA,ROSITA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SABALITO,SABALITO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SABINO,SABINO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,24,ACTION_REQUIRED
SABOR DEL HOGAR,SABOR DEL HOGAR,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SALVA,SALVA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,15,ACTION_REQUIRED
SAN JUAN,SAN JUAN,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,34,ACTION_REQUIRED
SAN MARCOS,SAN MARCOS,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,36,ACTION_REQUIRED
SANTE,SANTE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
SELLO ROJO,SELLO ROJO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,157,ACTION_REQUIRED
SENOR RICO,SENOR RICO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,24,ACTION_REQUIRED
SIERRA VERDE,SIERRA VERDE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SILUETTE,SILUETTE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
SIN MARCA,SIN MARCA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
SLAVIANI,SLAVIANI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SNACKPACK,SNACKPACK,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
SOFUL,SOFUL,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,82,ACTION_REQUIRED
SOL DE MONTERREY,SOL DE MONTERREY,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SORIANO,SORIANO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SVELTY,SVELTY,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,44,ACTION_REQUIRED
TEMAZCAL,TEMAZCAL,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,32,ACTION_REQUIRED
TIA VICKY,TIA VICKY,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,31,ACTION_REQUIRED
TIKITO,TIKITO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,26,ACTION_REQUIRED
TROPI LEON,TROPI LEON,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
TUBAZO,TUBAZO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
TUBIX,TUBIX,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
UNIGURT,UNIGURT,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
VEGGIE,VEGGIE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,15,ACTION_REQUIRED
VENECIA,VENECIA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
VENTRO,VENTRO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
VIDAPLUS,VIDAPLUS,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,32,ACTION_REQUIRED
VILLA ALPINA,VILLA ALPINA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
VILLA DE PATOS,VILLA DE PATOS,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
VILOE,VILOE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
VIRY,VIRY,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
VITAGHURT,VITAGHURT,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
VITAL,VITAL,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
VIVE EN EQUILIBRIO,VIVE EN EQUILIBRIO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,36,ACTION_REQUIRED
VIVENDI,VIVENDI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,22,ACTION_REQUIRED
WAY FARE,WAY FARE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,17,ACTION_REQUIRED
WAYFARE,WAYFARE,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
XCULT,XCULT,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
YAKULT,YAKULT,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,51,ACTION_REQUIRED
YAQUI,YAQUI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,23,ACTION_REQUIRED
YO CRUNCH,YO CRUNCH,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,15,ACTION_REQUIRED
YOBELL,YOBELL,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,26,ACTION_REQUIRED
YOCREME,YOCREME,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
YOFRUT,YOFRUT,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
YOGU,YOGU,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
YOGU RICO,YOGU RICO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
YOGURT DE COCO,YOGURT DE COCO,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
YOMI LALA,YOMI LALA,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,122,ACTION_REQUIRED
YOPLI,YOPLI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,40,ACTION_REQUIRED
YOPLUS,YOPLUS,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,32,ACTION_REQUIRED
YOPSI,YOPSI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
ZAHINI,ZAHINI,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,38,ACTION_REQUIRED
ZUMAR,ZUMAR,NIELSEN_EDP,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
A DE COCO,A DE COCO,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
ADES,ADES,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,47,ACTION_REQUIRED
AMANDIN,AMANDIN,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
AVELINA,AVELINA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
BANANOH,BANANOH,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
BE CLEAR,BE CLEAR,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
BIRDMAN,BIRDMAN,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
BLUE DIAMOND,BLUE DIAMOND,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,22,ACTION_REQUIRED
BOULDER,BOULDER,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
CALAHUA,CALAHUA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,7,ACTION_REQUIRED
CALIFIA FARMS,CALIFIA FARMS,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,24,ACTION_REQUIRED
CALIFORNIA SUNSHINE,CALIFORNIA SUNSHINE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
CALPIS,CALPIS,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
CARNATION,CARNATION,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,5,ACTION_REQUIRED
CHOBANI,CHOBANI,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
CONDORELLI,CONDORELLI,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
DEL VALLE,DEL VALLE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
ELMHURST,ELMHURST,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
ESSENTIAL WAITROSE,ESSENTIAL WAITROSE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
GOOD KARMA,GOOD KARMA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
GRANVITA,GRANVITA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
GUD,GUD,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
HAPPY DAY,HAPPY DAY,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
HEARTBEST,HEARTBEST,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
HERDEZ,HERDEZ,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
ISOLA BIO,ISOLA BIO,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,5,ACTION_REQUIRED
LA CASA DEL JUGO,LA CASA DEL JUGO,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
LALA VITA,LALA VITA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
LEOLI,LEOLI,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
MALK,MALK,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
MAMMA CHIA,MAMMA CHIA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
MANDOR,MANDOR,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
MARIANI,MARIANI,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
MILKADAMIA,MILKADAMIA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,5,ACTION_REQUIRED
MOOALA,MOOALA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
MW POLAR,MW POLAR,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
N JOY BRAND,N JOY BRAND,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
NATUR ALL,NATUR ALL,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
NATURAL GOOD SHAPE,NATURAL GOOD SHAPE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
NATURALS,NATURALS,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
NATURES HEART,NATURES HEART,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,43,ACTION_REQUIRED
NOTMILK,NOTMILK,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,15,ACTION_REQUIRED
OAT WORLD,OAT WORLD,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
OATLY,OATLY,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,7,ACTION_REQUIRED
OKKO SUPER FOODS,OKKO SUPER FOODS,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
PACIFIC,PACIFIC,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
PEARL,PEARL,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
PL,PL,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
PLANT,PLANT,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
PLANT FOLK,PLANT FOLK,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
PROVAMEL,PROVAMEL,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
PURE,PURE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
REAL NATURAL,REAL NATURAL,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
RICE DREAM,RICE DREAM,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
RIPPLE,RIPPLE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,7,ACTION_REQUIRED
ROCKVIEW,ROCKVIEW,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
RUDE HEALTH,RUDE HEALTH,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
SAN MIGUEL,SAN MIGUEL,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
SIN MARCA,SIN MARCA,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
SOLE,SOLE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
SOY,SOY,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,5,ACTION_REQUIRED
SOYALAC,SOYALAC,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
SOYAPAC,SOYAPAC,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
THAI,THAI,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
THAI COCO,THAI COCO,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
THAI HERITAGE,THAI HERITAGE,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
THAI KITCHEN,THAI KITCHEN,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
TWO BEARS,TWO BEARS,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
UTEKI,UTEKI,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
VILLA DE PATOS,VILLA DE PATOS,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
WEST SOY,WEST SOY,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
WILD HARVEST,WILD HARVEST,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
YUMMA AVOCADO,YUMMA AVOCADO,NIELSEN_PB,INP_56985,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
A DE COCO,A DE COCO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,21,ACTION_REQUIRED
